learner_id,session_id,session_number,session_date,institution,country,institution_type,age,prior_experience,archetype,welding_process,welding_position,position_difficulty,session_duration_min,num_exercises,total_practice_minutes,days_since_enrollment,consecutive_practice_days,session_gap_days,score_work_angle,score_travel_angle,score_travel_speed,score_contact_tip_distance,score_arc_length,score_bead_quality,overall_score,improvement_rate
SKV-0149,SKV-0149-S001,1,2023-01-03,Community_College_CA,USA,CTE_School,26,none,slow_starter,GMAW,1G_Flat,1.0,77,7,77,0,0,0,35.31,36.58,39.67,32.3,33.4,25.78,33.73,0.0
SKV-0149,SKV-0149-S002,2,2023-01-04,Community_College_CA,USA,CTE_School,26,none,slow_starter,GMAW,4G_Overhead,1.55,81,2,158,1,1,1,36.91,44.02,34.42,31.44,30.84,27.24,33.81,0.08
SKV-0149,SKV-0149-S003,3,2023-01-07,Community_College_CA,USA,CTE_School,26,none,slow_starter,GMAW,2G_Horizontal,1.15,56,7,214,4,0,3,37.7,38.19,36.8,36.73,28.95,27.07,34.01,0.2
SKV-0149,SKV-0149-S004,4,2023-01-21,Community_College_CA,USA,CTE_School,26,none,slow_starter,GMAW,2G_Horizontal,1.15,44,5,258,18,0,14,47.9,59.78,53.79,55.64,46.41,43.39,50.89,16.88
SKV-0149,SKV-0149-S005,5,2023-01-22,Community_College_CA,USA,CTE_School,26,none,slow_starter,GMAW,1G_Flat,1.0,44,7,302,19,1,1,32.99,47.65,36.49,37.74,37.08,26.87,35.99,-14.9
SKV-0149,SKV-0149-S006,6,2023-01-25,Community_College_CA,USA,CTE_School,26,none,slow_starter,GMAW,2G_Horizontal,1.15,51,5,353,22,0,3,52.83,63.54,61.48,52.17,46.57,43.86,53.33,17.34
SKV-0149,SKV-0149-S007,7,2023-01-29,Community_College_CA,USA,CTE_School,26,none,slow_starter,GMAW,1G_Flat,1.0,36,3,389,26,0,4,50.53,60.22,39.14,47.8,39.88,34.25,44.44,-8.89
SKV-0149,SKV-0149-S008,8,2023-01-30,Community_College_CA,USA,CTE_School,26,none,slow_starter,GMAW,4G_Overhead,1.55,39,3,428,27,1,1,33.07,39.58,35.48,32.5,31.2,27.1,32.97,-11.47
SKV-0149,SKV-0149-S009,9,2023-02-01,Community_College_CA,USA,CTE_School,26,none,slow_starter,GMAW,4G_Overhead,1.55,36,5,464,29,2,2,27.28,37.09,30.05,28.77,25.31,22.97,28.37,-4.6
SKV-0149,SKV-0149-S010,10,2023-02-02,Community_College_CA,USA,CTE_School,26,none,slow_starter,GMAW,2G_Horizontal,1.15,51,2,515,30,3,1,62.91,58.49,54.77,52.66,42.63,44.01,52.26,23.89
SKV-0149,SKV-0149-S011,11,2023-02-03,Community_College_CA,USA,CTE_School,26,none,slow_starter,GMAW,4G_Overhead,1.55,37,2,552,31,4,1,64.11,66.84,62.6,62.05,53.06,43.03,58.03,5.77
SKV-0149,SKV-0149-S012,12,2023-02-04,Community_College_CA,USA,CTE_School,26,none,slow_starter,GMAW,3G_Vertical,1.35,55,8,607,32,5,1,43.99,52.76,43.55,41.77,38.84,28.4,41.0,-17.03
SKV-0149,SKV-0149-S013,13,2023-02-09,Community_College_CA,USA,CTE_School,26,none,slow_starter,GMAW,4G_Overhead,1.55,29,6,636,37,4,5,49.09,53.05,40.88,35.99,42.18,30.05,41.23,0.23
SKV-0149,SKV-0149-S014,14,2023-02-13,Community_College_CA,USA,CTE_School,26,none,slow_starter,GMAW,1G_Flat,1.0,44,6,680,41,3,4,53.51,62.89,56.39,57.09,56.71,45.05,54.82,13.59
SKV-0149,SKV-0149-S015,15,2023-02-14,Community_College_CA,USA,CTE_School,26,none,slow_starter,GMAW,2G_Horizontal,1.15,15,8,695,42,4,1,60.61,70.77,69.11,61.01,64.73,57.09,63.81,8.99
SKV-0149,SKV-0149-S016,16,2023-02-15,Community_College_CA,USA,CTE_School,26,none,slow_starter,GMAW,4G_Overhead,1.55,48,5,743,43,5,1,53.07,53.64,38.92,53.61,44.66,34.11,45.35,-18.46
SKV-0149,SKV-0149-S017,17,2023-02-20,Community_College_CA,USA,CTE_School,26,none,slow_starter,GMAW,6G_Pipe45,1.9,61,5,804,48,4,5,46.79,52.1,45.75,48.35,38.45,29.86,42.97,-2.38
SKV-0149,SKV-0149-S018,18,2023-02-22,Community_College_CA,USA,CTE_School,26,none,slow_starter,GMAW,3G_Vertical,1.35,36,7,840,50,5,2,43.44,55.74,52.45,56.74,50.2,36.9,48.79,5.82
SKV-0149,SKV-0149-S019,19,2023-02-23,Community_College_CA,USA,CTE_School,26,none,slow_starter,GMAW,5G_Pipe,1.7,48,4,888,51,6,1,50.49,57.63,53.43,52.89,45.27,40.75,49.78,0.99
SKV-0149,SKV-0149-S020,20,2023-02-26,Community_College_CA,USA,CTE_School,26,none,slow_starter,GMAW,2G_Horizontal,1.15,44,6,932,54,5,3,53.47,66.27,54.99,60.27,54.87,39.94,54.22,4.44
SKV-0149,SKV-0149-S021,21,2023-02-28,Community_College_CA,USA,CTE_School,26,none,slow_starter,GMAW,5G_Pipe,1.7,69,7,1001,56,6,2,43.76,50.86,52.57,50.78,37.62,39.39,45.84,-8.38
SKV-0149,SKV-0149-S022,22,2023-03-01,Community_College_CA,USA,CTE_School,26,none,slow_starter,GMAW,3G_Vertical,1.35,50,2,1051,57,7,1,58.79,64.86,56.81,55.7,48.95,36.09,52.82,6.98
SKV-0149,SKV-0149-S023,23,2023-03-02,Community_College_CA,USA,CTE_School,26,none,slow_starter,GMAW,1G_Flat,1.0,53,3,1104,58,8,1,78.04,77.36,71.25,67.8,67.69,60.29,69.94,17.12
SKV-0149,SKV-0149-S024,24,2023-03-06,Community_College_CA,USA,CTE_School,26,none,slow_starter,GMAW,3G_Vertical,1.35,56,7,1160,62,7,4,54.81,57.95,49.26,54.3,49.03,33.21,48.91,-21.03
SKV-0149,SKV-0149-S025,25,2023-03-08,Community_College_CA,USA,CTE_School,26,none,slow_starter,GMAW,5G_Pipe,1.7,15,5,1175,64,8,2,39.13,39.67,33.28,38.12,36.27,20.3,33.69,-15.22
SKV-0149,SKV-0149-S026,26,2023-03-09,Community_College_CA,USA,CTE_School,26,none,slow_starter,GMAW,5G_Pipe,1.7,41,7,1216,65,9,1,63.43,68.57,67.19,65.84,56.04,48.47,61.21,27.52
SKV-0149,SKV-0149-S027,27,2023-03-13,Community_College_CA,USA,CTE_School,26,none,slow_starter,GMAW,4G_Overhead,1.55,48,2,1264,69,8,4,67.59,78.37,62.15,66.42,53.0,46.89,61.62,0.41
SKV-0149,SKV-0149-S028,28,2023-03-20,Community_College_CA,USA,CTE_School,26,none,slow_starter,GMAW,5G_Pipe,1.7,41,3,1305,76,7,7,53.21,63.88,55.04,63.99,50.67,39.73,53.72,-7.9
SKV-0149,SKV-0149-S029,29,2023-03-25,Community_College_CA,USA,CTE_School,26,none,slow_starter,GMAW,3G_Vertical,1.35,57,9,1362,81,6,5,53.91,59.91,64.69,47.99,49.36,45.48,53.71,-0.01
SKV-0149,SKV-0149-S030,30,2023-03-27,Community_College_CA,USA,CTE_School,26,none,slow_starter,GMAW,5G_Pipe,1.7,50,8,1412,83,7,2,48.27,51.17,45.76,48.77,39.33,30.63,43.41,-10.3
SKV-0149,SKV-0149-S031,31,2023-03-29,Community_College_CA,USA,CTE_School,26,none,slow_starter,GMAW,4G_Overhead,1.55,30,8,1442,85,8,2,50.49,58.18,43.77,41.93,41.64,25.17,42.62,-0.79
SKV-0149,SKV-0149-S032,32,2023-03-30,Community_College_CA,USA,CTE_School,26,none,slow_starter,GMAW,3G_Vertical,1.35,40,2,1482,86,9,1,63.15,58.51,54.58,55.52,57.57,41.96,54.52,11.9
SKV-0150,SKV-0150-S001,1,2024-08-24,Tata_Motors_TC,India,Corporate,29,none,plateau_learner,GMAW,2G_Horizontal,1.15,43,2,43,0,0,0,37.77,31.97,40.35,47.11,39.5,45.18,40.56,0.0
SKV-0150,SKV-0150-S002,2,2024-08-28,Tata_Motors_TC,India,Corporate,29,none,plateau_learner,GMAW,3G_Vertical,1.35,82,4,125,4,0,4,24.29,16.07,23.22,24.91,22.91,23.55,22.58,-17.98
SKV-0150,SKV-0150-S003,3,2024-08-30,Tata_Motors_TC,India,Corporate,29,none,plateau_learner,GMAW,1G_Flat,1.0,43,6,168,6,1,2,30.5,20.93,32.44,41.6,28.54,27.91,30.3,7.72
SKV-0150,SKV-0150-S004,4,2024-08-31,Tata_Motors_TC,India,Corporate,29,none,plateau_learner,GMAW,1G_Flat,1.0,52,5,220,7,2,1,42.4,34.53,43.41,52.56,43.87,39.69,42.62,12.32
SKV-0150,SKV-0150-S005,5,2024-09-03,Tata_Motors_TC,India,Corporate,29,none,plateau_learner,GMAW,1G_Flat,1.0,45,4,265,10,1,3,54.24,41.26,49.7,57.7,43.9,42.81,48.07,5.45
SKV-0150,SKV-0150-S006,6,2024-09-04,Tata_Motors_TC,India,Corporate,29,none,plateau_learner,GMAW,1G_Flat,1.0,32,8,297,11,2,1,45.44,33.08,42.3,43.22,44.17,37.98,40.94,-7.13
SKV-0150,SKV-0150-S007,7,2024-09-09,Tata_Motors_TC,India,Corporate,29,none,plateau_learner,GMAW,1G_Flat,1.0,42,3,339,16,1,5,43.35,25.11,29.9,37.51,28.56,30.5,32.26,-8.68
SKV-0150,SKV-0150-S008,8,2024-09-16,Tata_Motors_TC,India,Corporate,29,none,plateau_learner,GMAW,3G_Vertical,1.35,43,6,382,23,0,7,47.68,36.78,45.04,47.53,41.51,44.32,43.9,11.64
SKV-0150,SKV-0150-S009,9,2024-09-20,Tata_Motors_TC,India,Corporate,29,none,plateau_learner,GMAW,2G_Horizontal,1.15,47,7,429,27,0,4,51.13,38.94,46.52,52.2,47.13,47.95,47.3,3.4
SKV-0150,SKV-0150-S010,10,2024-09-22,Tata_Motors_TC,India,Corporate,29,none,plateau_learner,GMAW,1G_Flat,1.0,23,7,452,29,1,2,70.4,54.33,67.48,67.32,61.4,63.64,64.24,16.94
SKV-0150,SKV-0150-S011,11,2024-09-24,Tata_Motors_TC,India,Corporate,29,none,plateau_learner,GMAW,1G_Flat,1.0,52,7,504,31,2,2,46.2,32.25,48.39,45.97,46.78,43.91,44.14,-20.1
SKV-0150,SKV-0150-S012,12,2024-09-27,Tata_Motors_TC,India,Corporate,29,none,plateau_learner,GMAW,4G_Overhead,1.55,50,8,554,34,1,3,52.88,31.54,54.38,46.34,47.37,45.37,46.67,2.53
SKV-0150,SKV-0150-S013,13,2024-09-28,Tata_Motors_TC,India,Corporate,29,none,plateau_learner,GMAW,1G_Flat,1.0,47,3,601,35,2,1,59.42,43.55,58.48,58.31,56.74,58.01,56.0,9.33
SKV-0150,SKV-0150-S014,14,2024-09-29,Tata_Motors_TC,India,Corporate,29,none,plateau_learner,GMAW,3G_Vertical,1.35,60,2,661,36,3,1,61.33,45.98,56.58,68.82,55.39,54.63,56.97,0.97
SKV-0150,SKV-0150-S015,15,2024-10-01,Tata_Motors_TC,India,Corporate,29,none,plateau_learner,GMAW,1G_Flat,1.0,60,7,721,38,4,2,63.56,43.25,57.01,57.64,49.5,46.36,52.77,-4.2
SKV-0150,SKV-0150-S016,16,2024-10-02,Tata_Motors_TC,India,Corporate,29,none,plateau_learner,GMAW,3G_Vertical,1.35,51,6,772,39,5,1,50.46,40.43,55.0,53.23,51.39,51.55,50.64,-2.13
SKV-0150,SKV-0150-S017,17,2024-10-03,Tata_Motors_TC,India,Corporate,29,none,plateau_learner,GMAW,4G_Overhead,1.55,36,5,808,40,6,1,62.83,55.09,61.22,68.88,60.8,58.39,61.06,10.42
SKV-0150,SKV-0150-S018,18,2024-10-04,Tata_Motors_TC,India,Corporate,29,none,plateau_learner,GMAW,5G_Pipe,1.7,45,10,853,41,7,1,50.69,38.94,49.82,60.67,54.38,46.81,50.03,-11.03
SKV-0150,SKV-0150-S019,19,2024-10-05,Tata_Motors_TC,India,Corporate,29,none,plateau_learner,GMAW,4G_Overhead,1.55,43,6,896,42,8,1,69.55,53.59,65.03,74.32,62.91,63.04,64.67,14.64
SKV-0150,SKV-0150-S020,20,2024-10-06,Tata_Motors_TC,India,Corporate,29,none,plateau_learner,GMAW,4G_Overhead,1.55,31,4,927,43,9,1,63.23,43.89,56.16,55.81,44.49,48.95,52.13,-12.54
SKV-0150,SKV-0150-S021,21,2024-10-07,Tata_Motors_TC,India,Corporate,29,none,plateau_learner,GMAW,6G_Pipe45,1.9,38,7,965,44,10,1,52.94,42.15,51.53,64.17,50.15,54.11,52.54,0.41
SKV-0150,SKV-0150-S022,22,2024-10-08,Tata_Motors_TC,India,Corporate,29,none,plateau_learner,GMAW,3G_Vertical,1.35,52,3,1017,45,11,1,63.04,48.37,59.77,72.72,58.78,56.63,59.72,7.18
SKV-0150,SKV-0150-S023,23,2024-10-09,Tata_Motors_TC,India,Corporate,29,none,plateau_learner,GMAW,5G_Pipe,1.7,37,4,1054,46,12,1,62.92,44.73,54.87,61.33,52.16,50.35,54.21,-5.51
SKV-0150,SKV-0150-S024,24,2024-10-12,Tata_Motors_TC,India,Corporate,29,none,plateau_learner,GMAW,6G_Pipe45,1.9,44,2,1098,49,11,3,67.56,52.86,63.5,71.65,62.52,54.0,61.69,7.48
SKV-0151,SKV-0151-S001,1,2024-07-30,Tata_Motors_TC,India,Corporate,29,none,slow_starter,GMAW,2G_Horizontal,1.15,47,5,47,0,0,0,55.57,65.6,63.06,57.49,52.18,56.22,58.48,0.0
SKV-0151,SKV-0151-S002,2,2024-07-31,Tata_Motors_TC,India,Corporate,29,none,slow_starter,GMAW,3G_Vertical,1.35,46,3,93,1,1,1,38.98,52.86,39.77,45.86,39.15,41.68,42.82,-15.66
SKV-0151,SKV-0151-S003,3,2024-08-05,Tata_Motors_TC,India,Corporate,29,none,slow_starter,GMAW,2G_Horizontal,1.15,55,5,148,6,0,5,38.18,43.85,31.92,36.93,39.3,37.5,37.62,-5.2
SKV-0151,SKV-0151-S004,4,2024-08-08,Tata_Motors_TC,India,Corporate,29,none,slow_starter,GMAW,1G_Flat,1.0,43,6,191,9,0,3,47.34,47.52,42.99,42.37,42.78,44.13,44.43,6.81
SKV-0151,SKV-0151-S005,5,2024-08-11,Tata_Motors_TC,India,Corporate,29,none,slow_starter,GMAW,1G_Flat,1.0,38,7,229,12,0,3,61.23,67.06,62.99,54.73,60.3,61.92,61.48,17.05
SKV-0151,SKV-0151-S006,6,2024-08-12,Tata_Motors_TC,India,Corporate,29,none,slow_starter,GMAW,4G_Overhead,1.55,29,3,258,13,1,1,48.7,60.71,52.31,47.91,45.08,54.36,51.69,-9.79
SKV-0151,SKV-0151-S007,7,2024-08-13,Tata_Motors_TC,India,Corporate,29,none,slow_starter,GMAW,3G_Vertical,1.35,62,5,320,14,2,1,43.92,48.07,40.22,38.85,44.23,47.02,43.71,-7.98
SKV-0151,SKV-0151-S008,8,2024-08-20,Tata_Motors_TC,India,Corporate,29,none,slow_starter,GMAW,2G_Horizontal,1.15,24,8,344,21,1,7,43.84,52.66,37.94,33.54,33.8,44.18,41.0,-2.71
SKV-0151,SKV-0151-S009,9,2024-08-22,Tata_Motors_TC,India,Corporate,29,none,slow_starter,GMAW,3G_Vertical,1.35,33,8,377,23,2,2,57.34,58.11,51.16,53.54,49.12,53.15,53.58,12.58
SKV-0151,SKV-0151-S010,10,2024-08-27,Tata_Motors_TC,India,Corporate,29,none,slow_starter,GMAW,6G_Pipe45,1.9,73,7,450,28,1,5,41.61,51.01,37.83,36.02,41.29,46.04,42.27,-11.31
SKV-0151,SKV-0151-S011,11,2024-08-30,Tata_Motors_TC,India,Corporate,29,none,slow_starter,GMAW,2G_Horizontal,1.15,51,6,501,31,0,3,49.13,60.72,56.02,44.99,58.2,59.21,55.0,12.73
SKV-0151,SKV-0151-S012,12,2024-09-06,Tata_Motors_TC,India,Corporate,29,none,slow_starter,GMAW,3G_Vertical,1.35,56,7,557,38,0,7,60.93,64.63,56.23,50.47,53.25,59.64,57.57,2.57
SKV-0151,SKV-0151-S013,13,2024-09-11,Tata_Motors_TC,India,Corporate,29,none,slow_starter,GMAW,4G_Overhead,1.55,46,4,603,43,0,5,46.45,46.78,49.76,48.08,48.06,55.53,49.46,-8.11
SKV-0151,SKV-0151-S014,14,2024-09-18,Tata_Motors_TC,India,Corporate,29,none,slow_starter,GMAW,2G_Horizontal,1.15,29,6,632,50,0,7,72.59,81.48,64.46,63.87,66.22,67.76,69.07,19.61
SKV-0151,SKV-0151-S015,15,2024-09-22,Tata_Motors_TC,India,Corporate,29,none,slow_starter,GMAW,1G_Flat,1.0,35,5,667,54,0,4,66.85,81.7,71.07,76.65,71.54,74.96,73.72,4.65
SKV-0151,SKV-0151-S016,16,2024-09-25,Tata_Motors_TC,India,Corporate,29,none,slow_starter,GMAW,3G_Vertical,1.35,38,6,705,57,0,3,67.13,81.51,63.58,63.58,66.11,68.92,68.25,-5.47
SKV-0151,SKV-0151-S017,17,2024-09-27,Tata_Motors_TC,India,Corporate,29,none,slow_starter,GMAW,4G_Overhead,1.55,52,5,757,59,1,2,56.41,61.06,55.44,53.6,51.07,61.88,56.79,-11.46
SKV-0151,SKV-0151-S018,18,2024-09-28,Tata_Motors_TC,India,Corporate,29,none,slow_starter,GMAW,5G_Pipe,1.7,61,6,818,60,2,1,69.55,77.32,67.34,68.97,67.81,73.54,70.72,13.93
SKV-0151,SKV-0151-S019,19,2024-09-29,Tata_Motors_TC,India,Corporate,29,none,slow_starter,GMAW,2G_Horizontal,1.15,46,8,864,61,3,1,71.33,76.31,76.45,81.78,78.94,75.55,76.65,5.93
SKV-0151,SKV-0151-S020,20,2024-10-06,Tata_Motors_TC,India,Corporate,29,none,slow_starter,GMAW,2G_Horizontal,1.15,31,8,895,68,2,7,60.48,64.68,54.83,53.93,59.19,61.62,59.03,-17.62
SKV-0151,SKV-0151-S021,21,2024-10-09,Tata_Motors_TC,India,Corporate,29,none,slow_starter,GMAW,3G_Vertical,1.35,65,4,960,71,1,3,63.04,73.61,70.14,65.91,66.35,68.56,68.08,9.05
SKV-0151,SKV-0151-S022,22,2024-10-10,Tata_Motors_TC,India,Corporate,29,none,slow_starter,GMAW,4G_Overhead,1.55,55,4,1015,72,2,1,57.11,61.22,54.39,62.63,60.76,60.9,59.32,-8.76
SKV-0151,SKV-0151-S023,23,2024-10-11,Tata_Motors_TC,India,Corporate,29,none,slow_starter,GMAW,1G_Flat,1.0,40,4,1055,73,3,1,72.16,75.01,62.59,58.29,61.39,65.33,65.61,6.29
SKV-0151,SKV-0151-S024,24,2024-10-12,Tata_Motors_TC,India,Corporate,29,none,slow_starter,GMAW,3G_Vertical,1.35,39,3,1094,74,4,1,72.12,76.05,71.66,62.13,61.43,69.75,69.04,3.43
SKV-0151,SKV-0151-S025,25,2024-10-19,Tata_Motors_TC,India,Corporate,29,none,slow_starter,GMAW,4G_Overhead,1.55,51,5,1145,81,3,7,54.13,59.3,61.59,40.59,52.98,60.43,55.45,-13.59
SKV-0151,SKV-0151-S026,26,2024-10-20,Tata_Motors_TC,India,Corporate,29,none,slow_starter,GMAW,4G_Overhead,1.55,52,6,1197,82,4,1,69.12,80.45,65.81,75.22,77.69,77.14,73.96,18.51
SKV-0151,SKV-0151-S027,27,2024-11-03,Tata_Motors_TC,India,Corporate,29,none,slow_starter,GMAW,6G_Pipe45,1.9,55,5,1252,96,3,14,84.59,84.19,73.45,76.33,76.36,84.0,79.71,5.75
SKV-0151,SKV-0151-S028,28,2024-11-04,Tata_Motors_TC,India,Corporate,29,none,slow_starter,GMAW,3G_Vertical,1.35,45,2,1297,97,4,1,63.45,74.07,72.72,70.03,71.04,74.18,71.17,-8.54
SKV-0151,SKV-0151-S029,29,2024-11-05,Tata_Motors_TC,India,Corporate,29,none,slow_starter,GMAW,1G_Flat,1.0,61,2,1358,98,5,1,73.19,84.02,70.54,64.82,68.71,74.17,72.55,1.38
SKV-0151,SKV-0151-S030,30,2024-11-06,Tata_Motors_TC,India,Corporate,29,none,slow_starter,GMAW,3G_Vertical,1.35,41,8,1399,99,6,1,66.63,73.5,62.81,66.57,65.58,67.94,66.99,-5.56
SKV-0151,SKV-0151-S031,31,2024-11-11,Tata_Motors_TC,India,Corporate,29,none,slow_starter,GMAW,3G_Vertical,1.35,54,7,1453,104,5,5,90.53,98.22,91.83,79.98,78.45,91.28,88.7,21.71
SKV-0151,SKV-0151-S032,32,2024-11-14,Tata_Motors_TC,India,Corporate,29,none,slow_starter,GMAW,2G_Horizontal,1.15,25,8,1478,107,4,3,72.95,84.67,78.07,78.85,79.94,80.69,79.21,-9.49
SKV-0151,SKV-0151-S033,33,2024-11-15,Tata_Motors_TC,India,Corporate,29,none,slow_starter,GMAW,3G_Vertical,1.35,41,4,1519,108,5,1,73.89,73.69,76.69,68.79,70.45,75.87,73.54,-5.67
SKV-0151,SKV-0151-S034,34,2024-11-16,Tata_Motors_TC,India,Corporate,29,none,slow_starter,GMAW,1G_Flat,1.0,43,7,1562,109,6,1,79.5,87.57,84.63,79.29,84.78,88.85,84.37,10.83
SKV-0151,SKV-0151-S035,35,2024-11-17,Tata_Motors_TC,India,Corporate,29,none,slow_starter,GMAW,6G_Pipe45,1.9,40,8,1602,110,7,1,76.16,85.74,84.16,76.06,73.38,78.83,79.3,-5.07
SKV-0152,SKV-0152-S001,1,2023-08-11,ITI_Mumbai,India,Industrial,16,some_manual,steady_learner,GTAW,1G_Flat,1.0,38,7,38,0,0,0,53.9,52.62,40.5,55.63,54.71,43.17,49.26,0.0
SKV-0152,SKV-0152-S002,2,2023-08-15,ITI_Mumbai,India,Industrial,16,some_manual,steady_learner,GTAW,1G_Flat,1.0,88,4,126,4,0,4,44.39,47.63,45.17,42.29,55.27,49.27,47.33,-1.93
SKV-0152,SKV-0152-S003,3,2023-08-16,ITI_Mumbai,India,Industrial,16,some_manual,steady_learner,GTAW,1G_Flat,1.0,15,8,141,5,1,1,43.44,47.44,46.34,57.0,64.27,54.61,52.01,4.68
SKV-0152,SKV-0152-S004,4,2023-08-18,ITI_Mumbai,India,Industrial,16,some_manual,steady_learner,GTAW,1G_Flat,1.0,38,9,179,7,2,2,39.13,35.87,41.41,45.62,50.38,44.98,42.93,-9.08
SKV-0152,SKV-0152-S005,5,2023-08-19,ITI_Mumbai,India,Industrial,16,some_manual,steady_learner,GTAW,1G_Flat,1.0,48,2,227,8,3,1,51.56,51.93,48.48,51.48,60.94,52.74,52.63,9.7
SKV-0152,SKV-0152-S006,6,2023-08-20,ITI_Mumbai,India,Industrial,16,some_manual,steady_learner,GTAW,1G_Flat,1.0,15,7,242,9,4,1,53.22,57.9,43.49,54.62,61.29,53.83,53.52,0.89
SKV-0152,SKV-0152-S007,7,2023-08-21,ITI_Mumbai,India,Industrial,16,some_manual,steady_learner,GTAW,3G_Vertical,1.35,15,4,257,10,5,1,47.37,48.48,54.7,46.8,52.44,59.2,52.04,-1.48
SKV-0152,SKV-0152-S008,8,2023-08-22,ITI_Mumbai,India,Industrial,16,some_manual,steady_learner,GTAW,3G_Vertical,1.35,39,7,296,11,6,1,61.77,52.78,47.45,54.6,63.88,61.58,56.76,4.72
SKV-0152,SKV-0152-S009,9,2023-08-24,ITI_Mumbai,India,Industrial,16,some_manual,steady_learner,GTAW,5G_Pipe,1.7,87,6,383,13,7,2,46.38,47.64,36.08,46.02,42.63,43.58,43.33,-13.43
SKV-0152,SKV-0152-S010,10,2023-08-25,ITI_Mumbai,India,Industrial,16,some_manual,steady_learner,GTAW,1G_Flat,1.0,43,4,426,14,8,1,61.63,70.85,55.44,61.69,75.13,69.1,65.3,21.97
SKV-0152,SKV-0152-S011,11,2023-08-26,ITI_Mumbai,India,Industrial,16,some_manual,steady_learner,GTAW,3G_Vertical,1.35,63,8,489,15,9,1,58.12,62.04,46.36,57.79,57.5,55.45,55.68,-9.62
SKV-0152,SKV-0152-S012,12,2023-08-27,ITI_Mumbai,India,Industrial,16,some_manual,steady_learner,GTAW,3G_Vertical,1.35,48,6,537,16,10,1,62.29,56.59,45.74,51.88,55.96,46.07,52.37,-3.31
SKV-0152,SKV-0152-S013,13,2023-08-30,ITI_Mumbai,India,Industrial,16,some_manual,steady_learner,GTAW,1G_Flat,1.0,24,5,561,19,9,3,60.02,55.74,55.13,62.18,64.61,59.98,59.4,7.03
SKV-0152,SKV-0152-S014,14,2023-08-31,ITI_Mumbai,India,Industrial,16,some_manual,steady_learner,GTAW,4G_Overhead,1.55,57,5,618,20,10,1,49.83,46.19,45.39,47.85,53.75,47.55,48.23,-11.17
SKV-0152,SKV-0152-S015,15,2023-09-04,ITI_Mumbai,India,Industrial,16,some_manual,steady_learner,GTAW,3G_Vertical,1.35,51,7,669,24,9,4,56.92,57.36,49.55,57.01,58.9,54.67,55.37,7.14
SKV-0152,SKV-0152-S016,16,2023-09-05,ITI_Mumbai,India,Industrial,16,some_manual,steady_learner,GTAW,1G_Flat,1.0,71,5,740,25,10,1,54.34,44.82,48.23,47.42,59.21,50.54,50.62,-4.75
SKV-0152,SKV-0152-S017,17,2023-09-12,ITI_Mumbai,India,Industrial,16,some_manual,steady_learner,GTAW,3G_Vertical,1.35,52,5,792,32,9,7,57.73,63.64,52.92,54.01,72.39,62.95,60.34,9.72
SKV-0152,SKV-0152-S018,18,2023-09-15,ITI_Mumbai,India,Industrial,16,some_manual,steady_learner,GTAW,6G_Pipe45,1.9,48,9,840,35,8,3,43.09,51.89,48.07,50.13,60.83,54.68,51.44,-8.9
SKV-0152,SKV-0152-S019,19,2023-09-16,ITI_Mumbai,India,Industrial,16,some_manual,steady_learner,GTAW,6G_Pipe45,1.9,38,4,878,36,9,1,47.03,48.66,40.8,44.37,50.09,47.67,46.22,-5.22
SKV-0152,SKV-0152-S020,20,2023-09-17,ITI_Mumbai,India,Industrial,16,some_manual,steady_learner,GTAW,3G_Vertical,1.35,37,5,915,37,10,1,64.22,61.13,56.94,67.37,68.28,62.47,63.03,16.81
SKV-0152,SKV-0152-S021,21,2023-09-21,ITI_Mumbai,India,Industrial,16,some_manual,steady_learner,GTAW,4G_Overhead,1.55,57,6,972,41,9,4,61.91,55.35,50.26,50.26,57.95,54.49,54.77,-8.26
SKV-0152,SKV-0152-S022,22,2023-09-24,ITI_Mumbai,India,Industrial,16,some_manual,steady_learner,GTAW,3G_Vertical,1.35,43,7,1015,44,8,3,69.86,61.1,60.53,67.73,72.51,66.47,66.08,11.31
SKV-0153,SKV-0153-S001,1,2023-10-18,Community_College_CA,USA,CTE_School,38,some_manual,steady_learner,SMAW,1G_Flat,1.0,65,7,65,0,0,0,48.85,43.84,55.24,44.58,62.89,57.76,52.62,0.0
SKV-0153,SKV-0153-S002,2,2023-10-19,Community_College_CA,USA,CTE_School,38,some_manual,steady_learner,SMAW,3G_Vertical,1.35,47,5,112,1,1,1,45.09,39.19,53.96,45.3,52.85,52.85,48.73,-3.89
SKV-0153,SKV-0153-S003,3,2023-10-23,Community_College_CA,USA,CTE_School,38,some_manual,steady_learner,SMAW,1G_Flat,1.0,25,7,137,5,0,4,45.02,44.2,58.72,52.74,62.35,61.24,54.64,5.91
SKV-0153,SKV-0153-S004,4,2023-10-24,Community_College_CA,USA,CTE_School,38,some_manual,steady_learner,SMAW,2G_Horizontal,1.15,38,6,175,6,1,1,43.66,41.32,56.64,46.35,62.26,55.3,51.43,-3.21
SKV-0153,SKV-0153-S005,5,2023-10-29,Community_College_CA,USA,CTE_School,38,some_manual,steady_learner,SMAW,1G_Flat,1.0,60,7,235,11,0,5,52.19,50.64,62.1,52.08,68.9,62.24,58.44,7.01
SKV-0153,SKV-0153-S006,6,2023-11-01,Community_College_CA,USA,CTE_School,38,some_manual,steady_learner,SMAW,5G_Pipe,1.7,61,5,296,14,0,3,40.44,30.35,39.81,38.92,44.33,44.84,40.04,-18.4
