learner_id,archetype,learning_rate,ceiling,noise_level,institution,country,institution_type,age,prior_experience,experience_bonus,primary_process,enrollment_date,param_strengths,total_sessions
SKV-0101,fast_learner,0.1616429564198301,89.43930882651797,1.9311304940069676,Maruti_Training,India,Corporate,34,some_manual,8,GMAW,2024-11-10,"[0.9682812485524871, 1.0284693336982578, 0.8942926734744844, 0.8807403194226056, 0.859220467267938, 1.0242429746187083]",25
SKV-0102,plateau_learner,0.11997231209897248,67.0469892954201,5.398452535165764,Indian_Railways_WS,India,Corporate,18,none,0,GMAW,2024-05-07,"[0.9019932439101566, 1.2000620065868572, 1.1146367546003608, 1.039616177552204, 1.0641898035300152, 0.9862512025112891]",25
SKV-0103,fast_learner,0.11084905720314663,84.6750528936596,2.225341933250175,NSDC_Delhi,India,Government,22,some_manual,8,GMAW,2023-08-22,"[0.7756812345123016, 0.934117076838406, 1.0811126657224657, 1.039969399155802, 1.0205619145683835, 0.965352989929597]",15
SKV-0104,plateau_learner,0.12006820535013674,70.65117727911586,6.906620839413094,CTE_Ohio,USA,CTE_School,39,some_manual,8,GTAW,2023-01-07,"[1.1067052385509553, 1.1563284644919685, 0.9933703946359048, 1.0080811843963093, 0.9394562434496169, 1.18936145850629]",34
SKV-0105,fast_learner,0.16445377899066374,87.88505737472204,2.927762039079784,Maruti_Training,India,Corporate,39,experienced,15,GTAW,2024-06-08,"[0.8699843364388087, 0.7765155010977477, 1.106537537415536, 1.104923452159563, 0.96989115461785, 1.1766170750921503]",22
SKV-0106,steady_learner,0.04115633313879099,69.14386430383402,6.035711352247218,Indian_Railways_WS,India,Corporate,18,experienced,15,SMAW,2023-04-16,"[1.0944166436284328, 0.8561684077980335, 0.9872880511975065, 1.1758948448618038, 1.0600238345094908, 1.2537251521564967]",31
SKV-0107,steady_learner,0.11858050586955111,88.44301380593483,3.016574340585826,Indian_Railways_WS,India,Corporate,44,some_manual,8,GMAW,2024-11-17,"[0.8194415281944817, 0.9591047143878013, 0.9370101844044534, 0.9749741344357529, 1.143274246355813, 0.877181928731515]",20
SKV-0108,fast_learner,0.10927629124708638,82.08369465407587,2.7681608266238196,CTE_Ohio,USA,CTE_School,27,none,0,GMAW,2023-04-20,"[0.9181491025514775, 0.9595389117897627, 1.2277491890459964, 0.8839569771144012, 1.1319471968211163, 1.0718524849593503]",21
SKV-0109,steady_learner,0.11966937920501954,79.51983755338857,2.3026468549101904,Welding_Academy_UK,UK,Vocational,19,none,0,SMAW,2023-10-10,"[0.9372617665109583, 1.1638611125349458, 1.0156350992780123, 1.1179383990196061, 0.9503687998760534, 1.1412569009170397]",32
SKV-0110,fast_learner,0.12543576744832943,88.27490127139332,3.12917398378931,CTE_Michigan,USA,CTE_School,28,basic_theory,3,GTAW,2023-07-21,"[1.1413129863372438, 0.8540446982052626, 1.0350274476376247, 1.1294523708551705, 0.8802333382573745, 0.9938127432588816]",14
SKV-0111,steady_learner,0.06304949214229516,84.06954823057553,2.2186041281323114,Maruti_Training,India,Corporate,22,none,0,GMAW,2023-12-25,"[0.9953396028025592, 0.9116528055165926, 0.9933028985525338, 0.7988704053101353, 1.0718711040466442, 0.9538247546814953]",23
SKV-0112,fast_learner,0.2168157892297246,85.39903751529435,4.572209289299133,CTE_Ohio,USA,CTE_School,16,some_manual,8,GMAW,2024-06-29,"[1.0429963343931081, 1.075419483559142, 1.0833581740242841, 1.0118558536394286, 1.0700138207618164, 0.8777421021413504]",21
SKV-0113,plateau_learner,0.07022623220672888,67.84190453536274,8.312676338582888,Welding_Academy_UK,UK,Vocational,23,none,0,GMAW,2023-06-05,"[1.115694907836334, 0.8994138151232333, 0.910803725007245, 0.9856157212171338, 0.894685661295374, 1.048688005768893]",32
SKV-0114,slow_starter,0.07958525256028905,79.27316703667337,4.219877500380116,Community_College_CA,USA,CTE_School,24,none,0,GMAW,2024-07-17,"[0.95550577702661, 1.1795323169607763, 0.8415717500892839, 0.8946250506168182, 1.0284390112877757, 0.9816643055173006]",29
SKV-0115,plateau_learner,0.16003065813636252,68.89419295741224,7.411587490218252,Maruti_Training,India,Corporate,30,basic_theory,3,GTAW,2023-02-24,"[0.9103772621514586, 0.9954175048460767, 0.8400708588689358, 1.0087315884096175, 0.879072246583799, 1.0665952151504705]",27
SKV-0116,slow_starter,0.06323024497171417,84.16717790365225,4.430299343947909,Hyundai_Academy,India,Corporate,22,none,0,GTAW,2023-10-23,"[1.0221686007325523, 1.1914786875092023, 0.8273881170922679, 0.727984842453248, 1.04114389748721, 1.0704522578822326]",27
SKV-0117,fast_learner,0.04278399220124601,85.821660970524,3.332084490953047,Maruti_Training,India,Corporate,24,some_manual,8,SMAW,2023-11-28,"[0.982477208411435, 0.9739118441853456, 1.0682523786888147, 1.1881200281490063, 0.9520120061068104, 1.1038357980813498]",21
SKV-0118,slow_starter,0.01920542379728614,77.92174225736576,3.2492553998012,CTE_Ohio,USA,CTE_School,22,basic_theory,3,GMAW,2024-10-02,"[0.8681164557973569, 1.0220220493847674, 1.1027853735885553, 1.0789010349719002, 1.0718099909352419, 0.8771339190590293]",27
SKV-0119,fast_learner,0.2234747550337715,83.35685738986177,3.913270793992849,ITI_Mumbai,India,Industrial,21,experienced,15,GMAW,2024-09-26,"[0.9453629927484439, 0.9259423945947253, 0.8495370109322218, 1.01708509691799, 1.0967343367901392, 1.0372650940691508]",15
SKV-0120,struggling,0.02951392679735921,67.89162983235465,8.055650413726672,ITI_Mumbai,India,Industrial,26,none,0,GTAW,2024-04-13,"[0.8971760531856294, 1.0431590922389944, 0.9903686693918065, 1.1194665012502796, 1.0482667315875465, 0.9424774874259836]",34
SKV-0121,plateau_learner,0.09604855909846355,64.43107834866251,5.154512519172131,Welding_Academy_UK,UK,Vocational,20,basic_theory,3,GMAW,2024-09-21,"[0.915692485485481, 0.9896352214186702, 1.0571655283215808, 0.9661034425184792, 1.02217686356628, 1.0566406179409524]",25
SKV-0122,steady_learner,0.06064528282645367,74.20885729695843,4.268697832565271,Welding_Academy_UK,UK,Vocational,25,some_manual,8,GTAW,2024-04-27,"[1.0178140729121734, 0.9638421085478411, 1.0595830529573744, 1.0483191101437308, 0.9553080583620636, 1.1273068743276282]",27
SKV-0123,fast_learner,0.20125106659119746,80.25948359765093,1.953800219801694,CTE_Michigan,USA,CTE_School,20,none,0,GTAW,2023-05-17,"[0.9822695985267261, 0.930158869373219, 1.103690465347306, 0.8275418832978574, 1.069629789271505, 0.8795787452263668]",20
SKV-0124,struggling,0.04198503784326845,58.293203963794916,6.535139283639815,CTE_Ohio,USA,CTE_School,43,experienced,15,GMAW,2024-06-17,"[0.9019437793802461, 0.9844065444180283, 0.9924751662749877, 1.0239536574944026, 0.9360423881232641, 1.0741210176369822]",35
SKV-0125,struggling,0.032889478170230683,63.62200227602911,1.5837393880466237,CTE_Michigan,USA,CTE_School,29,some_manual,8,GTAW,2023-12-27,"[0.7, 1.0096245996339182, 0.9405725259855443, 0.9338520929405045, 0.9584605518071869, 0.8156197429301217]",32
SKV-0126,slow_starter,0.06053931771152208,78.31325549190895,4.7737173285163745,Welding_Academy_UK,UK,Vocational,41,none,0,GMAW,2024-11-09,"[1.039550554967236, 1.0642256373623598, 1.0143588384270967, 0.8681540512762608, 1.0991785306217507, 1.0769150812630117]",28
SKV-0127,plateau_learner,0.16989503205032958,70.4203549414305,1.5636507118351046,Welding_Academy_UK,UK,Vocational,26,basic_theory,3,GMAW,2024-07-17,"[1.1513693316020244, 0.823061776786315, 0.9421910832468792, 0.9045907891667817, 0.9046675470475187, 1.1093238146935178]",24
SKV-0128,steady_learner,0.11536452709091725,89.84184579302801,3.559137400786099,CTE_Ohio,USA,CTE_School,16,basic_theory,3,SMAW,2023-08-12,"[1.0137099902982405, 1.0942298368029537, 0.9904597998353223, 0.9818008093397773, 0.962160174106853, 0.9389112400621925]",27
SKV-0129,fast_learner,0.1636097192640575,93.34312063759276,3.1340085715631854,ITI_Mumbai,India,Industrial,19,basic_theory,3,GTAW,2023-01-02,"[1.1649631509956717, 0.9529089214293992, 0.9386972097626867, 1.1916802388496346, 0.931162151686826, 0.733818654159843]",13
SKV-0130,plateau_learner,0.1578154484121077,71.20091156867345,4.709222337950087,ITI_Mumbai,India,Industrial,25,none,0,GTAW,2024-01-16,"[1.1030161816795998, 0.8580192639119228, 1.0102897672538218, 0.8878913478147354, 1.1172148448355168, 1.0971569562755144]",23
SKV-0131,slow_starter,0.06826827394196305,68.32400579766063,5.798497262808713,CTE_Ohio,USA,CTE_School,27,basic_theory,3,GTAW,2023-11-24,"[1.151226769938491, 0.8684785983599707, 0.8288951519153084, 1.1993980446626613, 0.9295858643430612, 1.069233035948056]",32
SKV-0132,plateau_learner,0.10658530847523921,73.89751583447284,7.399979791240602,Maruti_Training,India,Corporate,25,none,0,SMAW,2024-11-10,"[0.9950588968263503, 0.9599652232535023, 1.14744598834378, 1.0047899573442347, 0.989033691939138, 1.0956991224260209]",24
SKV-0133,fast_learner,0.2381180620683128,83.213735328262,3.5395744544491703,CTE_Texas,USA,CTE_School,35,experienced,15,GTAW,2023-05-15,"[1.0346254214685955, 1.063379111451666, 0.9658115683018265, 0.9289293099416361, 1.0271791550353002, 0.9452764851718288]",22
SKV-0134,plateau_learner,0.060556450756525666,69.07693901888392,8.343737131794839,CTE_Ohio,USA,CTE_School,27,basic_theory,3,SMAW,2024-05-20,"[0.9226116508669853, 0.8509912300127025, 0.886189603585609, 1.1694161979934812, 1.1009796512261452, 0.9798887586932691]",35
SKV-0135,steady_learner,0.15041193158375812,88.99702742754933,5.675061816781852,Community_College_CA,USA,CTE_School,23,basic_theory,3,SMAW,2023-05-05,"[0.993499423883199, 1.012753414909101, 1.1633816707834437, 1.0299626497442966, 0.900215137977675, 0.8884682820267951]",24
SKV-0136,slow_starter,0.0746039108813992,82.22461277091492,5.100240744686332,CTE_Texas,USA,CTE_School,23,none,0,SMAW,2023-04-22,"[0.9284554843115521, 0.9270693748120366, 0.9742424295462841, 1.1011772022774997, 1.0758698658312522, 1.1207177772727803]",29
SKV-0137,plateau_learner,0.13835266381011757,74.51030694242606,9.396249910169677,Maruti_Training,India,Corporate,18,none,0,GMAW,2024-05-15,"[1.1132318348008845, 1.0418329152374306, 1.084105314035676, 0.9193277958707093, 1.037375406643024, 1.2468349843649666]",29
SKV-0138,steady_learner,0.07915365099004487,85.4421494863633,3.010339169985644,Hyundai_Academy,India,Corporate,18,none,0,GMAW,2024-10-24,"[1.1444214182809342, 1.1211083932758779, 1.0518362106315138, 0.8920919900655627, 0.9296685615088212, 0.9689168243428002]",26
SKV-0139,struggling,0.04241345259386958,79.47710457116665,10.455108262092903,Hyundai_Academy,India,Corporate,18,some_manual,8,SMAW,2024-07-03,"[0.9839256729950023, 0.8408652093579827, 1.161377141014952, 0.7880213085328791, 0.9662079896335138, 0.8559862068471865]",36
SKV-0140,fast_learner,0.17994800706565994,86.55388529834026,2.5322261892115523,CTE_Ohio,USA,CTE_School,33,basic_theory,3,GMAW,2024-11-12,"[1.0532849600009964, 0.8876579074064213, 1.1264108731697093, 0.8824625935583721, 0.9604864211934961, 0.9504869092732814]",23
SKV-0141,steady_learner,0.09256480152454152,84.15921288692837,4.855882926267434,Welding_Academy_UK,UK,Vocational,21,none,0,GTAW,2024-07-17,"[0.9856007044694476, 1.154750952608459, 0.9416027557944813, 0.8729356151360157, 0.7831799803971751, 1.07624207335734]",21
SKV-0142,fast_learner,0.16368659805157149,78.67045335106464,3.0555472575378753,Community_College_CA,USA,CTE_School,16,some_manual,8,GMAW,2023-04-03,"[0.9852843279361198, 1.2285241901163797, 0.9192628135512532, 1.0854076920051972, 1.1561845020358432, 1.1298598605683288]",13
SKV-0143,steady_learner,0.15412528979559992,91.99946318958263,3.62623072721442,CTE_Texas,USA,CTE_School,21,experienced,15,GMAW,2023-05-25,"[1.3, 1.1594144220876705, 0.9941054147109492, 1.272426995494602, 0.7546765620337239, 0.9749898172628547]",27
SKV-0144,plateau_learner,0.12496638490157241,67.01042474720367,8.503408092831224,NSDC_Delhi,India,Government,23,basic_theory,3,GTAW,2024-07-27,"[1.020771626717837, 1.0799010118979468, 0.8240668519286978, 0.8586754389281758, 0.945473591285113, 1.3]",32
SKV-0145,steady_learner,0.06717175465958253,76.54923505111752,3.4521594594409737,Tata_Motors_TC,India,Corporate,32,basic_theory,3,GMAW,2024-11-11,"[0.9115044150209249, 1.236888318772404, 1.0532906544620675, 0.8767386175754275, 1.0522009722608958, 0.812457167649922]",31
SKV-0146,slow_starter,0.08353377774591217,87.8194235146197,4.850180733848771,CTE_Michigan,USA,CTE_School,23,some_manual,8,SMAW,2024-03-23,"[0.8402102645052462, 1.0674723726408317, 1.101699157977089, 0.9349147356689601, 1.0089602607445003, 1.0823593431296226]",27
SKV-0147,slow_starter,0.08749132232993813,71.18659961020646,6.423848652065708,Maruti_Training,India,Corporate,17,none,0,GMAW,2024-02-23,"[1.2129302077244077, 1.0731572359593788, 0.9963982125064645, 0.7759078185389223, 0.9305073758705086, 0.9249279598159948]",37
SKV-0148,slow_starter,0.08511446223680805,69.34647365963424,1.0317256859443868,NSDC_Delhi,India,Government,25,basic_theory,3,GMAW,2023-02-16,"[0.9606522987635572, 0.9565033430614744, 1.1259433475097984, 0.9839401110669853, 1.2071100991788553, 0.8469929636743054]",32
SKV-0149,slow_starter,0.07159030576779128,67.28322865666509,7.137491407279285,Community_College_CA,USA,CTE_School,26,none,0,GMAW,2023-01-03,"[1.0677400544765585, 1.1769793810272362, 1.0621934176638252, 1.0425002279773745, 0.9606794740949588, 0.7917762047204863]",32
SKV-0150,plateau_learner,0.15860470091096981,70.884243586968,3.0616533320888077,Tata_Motors_TC,India,Corporate,29,none,0,GMAW,2024-08-24,"[1.0532316166075517, 0.783284150437312, 1.0053815059640108, 1.1101265952055699, 0.9484650442455738, 0.9343335155386657]",24
SKV-0151,slow_starter,0.07787219647787133,89.52184149344174,5.522686933547147,Tata_Motors_TC,India,Corporate,29,none,0,GMAW,2024-07-30,"[0.9786485529910647, 1.1089271990935687, 0.9689920345192655, 0.9445908794043418, 0.9876885512544697, 1.0390202015109384]",35
SKV-0152,steady_learner,0.11464461377356475,79.71697060516331,5.797184025804197,ITI_Mumbai,India,Industrial,16,some_manual,8,GTAW,2023-08-11,"[0.9863805699977739, 0.9572916952698717, 0.8680785152262362, 0.961126182318094, 1.0639089189290822, 0.977068730191428]",22
SKV-0153,steady_learner,0.10828817758425181,82.77150336504684,1.0331044762840604,Community_College_CA,USA,CTE_School,38,some_manual,8,SMAW,2023-10-18,"[0.9271639479522872, 0.8618336474771563, 1.0732858206186144, 0.9436556700919787, 1.1742202825937729, 1.1442448388334008]",20
SKV-0154,steady_learner,0.12903239214035456,92.58167286113239,4.990859333685328,NSDC_Delhi,India,Government,23,some_manual,8,GTAW,2024-03-15,"[1.1699619746815122, 0.9554279331137586, 1.0115392883566068, 0.957446314808948, 0.8008359794914375, 1.1282452272155734]",25
SKV-0155,fast_learner,0.08709648829213512,92.49031685640222,2.0813705916537253,Community_College_CA,USA,CTE_School,32,none,0,GMAW,2024-01-16,"[0.941911780464174, 1.0103452350411315, 1.1207417218285625, 1.2230615086187377, 0.9666457249876581, 1.1153472255901429]",14
SKV-0156,steady_learner,0.1029734880471331,90.24146783566289,5.994541901272282,NSDC_Delhi,India,Government,24,experienced,15,GMAW,2024-10-27,"[0.9374308066230533, 0.9070270822682661, 1.0911930298669559, 0.8971358383891739, 1.0074153494438591, 0.7]",22
SKV-0157,slow_starter,0.06060091363096174,73.27703088352314,3.1785604218445966,Community_College_CA,USA,CTE_School,29,some_manual,8,SMAW,2023-03-16,"[1.0524433945193625, 0.9368153115152473, 1.1189061219932717, 0.9901265199874727, 0.990530066058215, 1.0137580608843062]",31
SKV-0158,plateau_learner,0.12292902225190819,72.4868378015205,5.952173981459643,Tata_Motors_TC,India,Corporate,18,experienced,15,GTAW,2024-09-29,"[0.8257832782967556, 1.0177460277138481, 0.8950435769789521, 1.0247827496608302, 1.0587302127483025, 1.1412732731663804]",24
SKV-0159,slow_starter,0.0704203421190429,70.90727592738885,7.307076743013361,NSDC_Delhi,India,Government,29,none,0,GTAW,2023-12-19,"[1.0846315153620036, 1.0810899299169825, 1.1028409105352932, 1.25106332964257, 1.0281078452446106, 0.8913034999658638]",33
SKV-0160,fast_learner,0.1728557049856162,90.73198492080972,3.2080509469853467,ITI_Chennai,India,Industrial,29,none,0,GMAW,2024-01-07,"[1.114461901264937, 0.9953283879899373, 1.0505615400187913, 1.058504890390583, 0.9512189353943192, 0.867844823041597]",20
SKV-0161,steady_learner,0.13868299012169874,80.40070937076916,1.5655062692214963,Indian_Railways_WS,India,Corporate,17,basic_theory,3,GMAW,2023-06-12,"[0.8781938961955807, 0.9827183518761872, 0.8354979019815068, 0.999109084140297, 1.0475067592812646, 0.9753262192865778]",21
SKV-0162,slow_starter,0.07804840332747283,84.57204660546425,6.8026995685404845,CTE_Michigan,USA,CTE_School,44,some_manual,8,GMAW,2023-12-04,"[0.9901476891971546, 0.9631770924262275, 1.1527729078037057, 0.9696364052371058, 1.0041905487121816, 0.979337947966111]",29
SKV-0163,struggling,0.029397394039678948,62.70125408001977,10.68184495364309,CTE_Texas,USA,CTE_School,16,basic_theory,3,GMAW,2024-06-07,"[1.097429030869583, 1.0298448268285223, 0.8870708732868855, 0.9417600414860348, 0.8374986385316153, 0.9566591430708871]",37
SKV-0164,steady_learner,0.08561208554564866,72.31834139989962,5.316530335146945,NSDC_Delhi,India,Government,25,basic_theory,3,SMAW,2024-02-10,"[1.127337280600955, 0.9321520239006342, 1.014558889703357, 1.1490239049005548, 1.0347358689905453, 1.0581779429299196]",31
SKV-0165,slow_starter,0.07396703806896618,71.35722252765319,6.108407873452881,ITI_Mumbai,India,Industrial,16,none,0,GTAW,2024-03-15,"[1.0236747744993266, 1.1667660642756064, 1.1015411259627417, 0.8711139205618024, 1.139481792130347, 0.9903141055222691]",29
SKV-0166,steady_learner,0.06794715707411783,77.58935959356882,3.473675305289826,Community_College_CA,USA,CTE_School,28,some_manual,8,SMAW,2024-11-20,"[0.8757776790793337, 0.9647033430169586, 0.8154737382415364, 0.9564378911450737, 0.95122570309964, 0.8643121692277465]",26
SKV-0167,slow_starter,0.08141485556212644,79.01194761116611,6.078284974430661,Tata_Motors_TC,India,Corporate,36,none,0,SMAW,2024-06-27,"[0.9382313280871, 1.0361051455623576, 1.0219019612051186, 1.0172580091530794, 1.0267768804891215, 0.982202546784023]",32
SKV-0168,slow_starter,0.04447572971002189,82.25218725405836,2.6530747009461915,Welding_Academy_UK,UK,Vocational,22,some_manual,8,SMAW,2023-06-19,"[1.2222448399082604, 1.0381748743754113, 0.985012919066602, 1.0997655047205694, 0.9860390001308244, 0.7]",26
SKV-0169,slow_starter,0.0716721324468064,75.50717715752081,1.660152357807731,ITI_Chennai,India,Industrial,23,experienced,15,SMAW,2023-02-02,"[1.2325922778928604, 1.1923399944984538, 0.9079611512572643, 1.0228827370063285, 0.973506482807653, 1.0079466696382726]",28
SKV-0170,plateau_learner,0.09536771393208601,72.26742206097994,8.532369870985738,CTE_Texas,USA,CTE_School,25,none,0,SMAW,2023-06-22,"[1.1952718833700884, 0.8619055523487702, 0.7269883209774147, 0.9412978815986487, 0.8820477531280944, 0.9475481263441372]",23
SKV-0171,steady_learner,0.10240043973943845,83.76690435873515,3.744895188288163,Maruti_Training,India,Corporate,20,none,0,GMAW,2024-05-15,"[1.028271560847102, 0.9405260759809181, 0.974190075577261, 1.0064647232020705, 1.1027943761418773, 0.9761041643551558]",28
SKV-0172,slow_starter,0.11587424587955364,79.12033199274725,1.0,Welding_Academy_UK,UK,Vocational,41,basic_theory,3,GTAW,2023-05-27,"[1.0936411777859476, 1.1025641422700947, 0.8273172771742043, 1.051852405360085, 0.9669124308248158, 0.9053653932929775]",34
SKV-0173,steady_learner,0.10623667571935438,80.31272225930294,2.4380634037603195,Hyundai_Academy,India,Corporate,41,basic_theory,3,GMAW,2023-12-01,"[1.2664934027046577, 0.9359310364398914, 1.0824095221004577, 1.1327662595796593, 0.9149958769162236, 0.8391787644891607]",30
SKV-0174,fast_learner,0.10690113667845716,85.43958396293627,3.0106591232774105,ITI_Chennai,India,Industrial,29,some_manual,8,GMAW,2024-11-10,"[1.0862129049127638, 1.0941243939148446, 0.9280243635712169, 1.023618256649637, 0.7898891928419337, 0.9581611273145407]",15
SKV-0175,slow_starter,0.07581291711498062,73.24666699306191,5.696574161275297,ITI_Chennai,India,Industrial,34,basic_theory,3,GMAW,2024-06-15,"[1.055690920023416, 0.9210913739717274, 1.0094431734765077, 0.7, 1.2280457307597448, 1.0699293738535012]",25
SKV-0176,steady_learner,0.19011559267425251,84.31661086847514,4.116578776955013,Tata_Motors_TC,India,Corporate,19,some_manual,8,GMAW,2024-08-26,"[1.1058284557558717, 1.048764134248407, 1.1532565548028755, 0.8144953551122155, 0.9976985552317845, 0.9562353507010612]",28
SKV-0177,slow_starter,0.09474649108582434,94.57801045887965,6.507780380808887,CTE_Ohio,USA,CTE_School,27,none,0,GMAW,2024-07-27,"[1.2423779090125315, 1.052769235998331, 1.0334771308113295, 0.8816995645207675, 1.0109689282231702, 0.9617245446356325]",37
SKV-0178,steady_learner,0.10834809097623734,94.52819875835837,5.631436720993483,NSDC_Delhi,India,Government,33,none,0,GMAW,2024-10-08,"[0.9138758334160602, 0.8844941649268984, 0.9549492182636108, 1.0259483502924083, 0.78494869340428, 0.9517523977795314]",27
SKV-0179,fast_learner,0.19778484985982164,82.65312071696415,2.0638412297436997,CTE_Michigan,USA,CTE_School,24,basic_theory,3,GTAW,2024-03-26,"[1.2704262171542768, 1.016020256731593, 0.9638242763646577, 0.9001067161162271, 0.9209062198565792, 1.0057277733983703]",19
SKV-0180,fast_learner,0.12068705055312413,91.76630708790184,2.7028623723962664,Community_College_CA,USA,CTE_School,22,none,0,SMAW,2023-09-03,"[1.1028277779860756, 1.1683984274810328, 0.9031979921138885, 0.8680602666930732, 1.1137801936847433, 1.032277306485034]",20
SKV-0181,slow_starter,0.07083541158781695,74.61638803214525,6.274276608726385,ITI_Chennai,India,Industrial,29,none,0,SMAW,2024-08-22,"[1.0731641544634032, 0.7569717390678389, 0.9579511812074668, 1.033533367018428, 1.1329664128502133, 0.9897841690139764]",32
SKV-0182,slow_starter,0.05076250103277188,83.25984345941494,7.1176220494629625,CTE_Michigan,USA,CTE_School,29,some_manual,8,GMAW,2023-11-19,"[1.0377222297079, 0.9268320725756586, 0.8048311890269656, 0.8733312624519329, 1.1891176489597126, 0.9828692273576898]",37
SKV-0183,plateau_learner,0.17757585966051834,66.52786293145523,5.1470331581135325,Welding_Academy_UK,UK,Vocational,22,some_manual,8,GMAW,2023-07-07,"[0.9726207313605786, 0.7, 1.1054211332614272, 1.009867538710875, 1.0475811446844479, 0.9293419516022361]",34
SKV-0184,slow_starter,0.08740157276396122,75.09011898077922,5.350437954566871,CTE_Ohio,USA,CTE_School,38,some_manual,8,GMAW,2023-05-27,"[0.9064752009268578, 0.9838235961592843, 0.9944899091889126, 0.8337853921585805, 1.015857697996598, 0.936299040187849]",29
SKV-0185,fast_learner,0.15964329243821448,79.99174377693143,3.3763317063879494,Welding_Academy_UK,UK,Vocational,19,some_manual,8,GMAW,2023-03-19,"[1.1346894288238065, 1.0329450760520504, 1.248512351797023, 1.171462562168775, 0.9606000797243611, 0.9378142211214959]",16
SKV-0186,slow_starter,0.07390300882907896,74.95513041383381,5.626886183795854,Tata_Motors_TC,India,Corporate,18,some_manual,8,GMAW,2023-04-24,"[0.9688081184213851, 0.8184212851185171, 1.0787211258374971, 1.0671774572743211, 1.1226912110003704, 0.7033011635483839]",28
SKV-0187,slow_starter,0.04052389593516911,85.07207608750537,6.3309850054277,CTE_Texas,USA,CTE_School,27,some_manual,8,SMAW,2024-01-01,"[0.9723103582038751, 0.9447709551281642, 1.079297236223125, 0.8907161475540121, 1.0242201342569461, 1.1438389021009443]",28
SKV-0188,plateau_learner,0.10311063026354787,80.86855511336898,8.626316424068758,Hyundai_Academy,India,Corporate,26,none,0,GTAW,2023-12-10,"[1.0152639230920073, 0.9218464109671503, 0.9557748315624934, 0.8545473260605595, 0.8655830450073863, 0.9041943876256047]",31
SKV-0189,plateau_learner,0.10109165140285702,73.59226881920948,8.601627505807212,ITI_Chennai,India,Industrial,27,none,0,GMAW,2024-06-18,"[0.8602360891011966, 0.7734177853813828, 1.177069236304542, 1.0616552976623412, 0.8712756981503538, 0.947403375275821]",34
SKV-0190,struggling,0.06459345720539383,58.81388575006917,12.213102034805114,Welding_Academy_UK,UK,Vocational,32,some_manual,8,GTAW,2023-12-19,"[0.7837943676261634, 1.0104427136633252, 1.0231201117847988, 0.9395241303829862, 1.1081945384881524, 1.0491543632481082]",42
SKV-0191,slow_starter,0.042163830186603884,77.59691466160557,8.502998438307213,Community_College_CA,USA,CTE_School,25,some_manual,8,SMAW,2024-11-09,"[1.2092059831217825, 1.0358719957291538, 0.808673516933751, 1.0194771253364714, 0.9750700544218791, 1.0027295136601206]",32
SKV-0192,slow_starter,0.04126942188395645,76.90808398629555,3.956156084448667,ITI_Chennai,India,Industrial,20,basic_theory,3,GTAW,2023-05-12,"[1.0246613598207153, 1.0084685233612507, 0.9195679788057392, 0.9500925414216647, 1.1446602124067438, 0.8602221106310579]",33
SKV-0193,fast_learner,0.15030234277117124,98.0,3.6382409505732607,ITI_Mumbai,India,Industrial,24,some_manual,8,GMAW,2023-02-27,"[0.9429487456891219, 1.0506209741199315, 0.9903775088854712, 1.0730686993555865, 0.8408876965815125, 0.9318937590176394]",13
SKV-0194,steady_learner,0.08836693512241246,85.84346201551017,3.9566345509597625,Tata_Motors_TC,India,Corporate,39,none,0,SMAW,2023-03-28,"[0.834250630945345, 1.002899807153672, 0.9429897665616405, 0.8781390514309428, 1.072985978725718, 0.9990120153213891]",32
SKV-0195,slow_starter,0.05874848231151699,66.43194698050868,5.990422184330641,CTE_Texas,USA,CTE_School,18,some_manual,8,GMAW,2023-01-05,"[1.04936185461373, 0.9259774717720856, 0.8815032145865336, 0.9701595757553217, 0.9711235384757566, 1.004722729317258]",36
SKV-0196,struggling,0.04013306107074453,77.64935689067968,9.555192280816403,CTE_Ohio,USA,CTE_School,34,experienced,15,SMAW,2023-07-28,"[1.1184676651509333, 1.0888552708515091, 1.0254869706773757, 1.0703429659281345, 1.0268747532621154, 0.8597597937343018]",39
SKV-0197,struggling,0.029751198633174963,71.8794197255358,12.711629361684663,Welding_Academy_UK,UK,Vocational,19,none,0,SMAW,2024-08-20,"[1.12551572608136, 0.8785921349601863, 1.0982323128311167, 0.9068325945288317, 0.7445886055978232, 1.0059504934400092]",33
SKV-0198,slow_starter,0.06337025145829425,83.27769537384025,4.268196875415395,NSDC_Delhi,India,Government,28,basic_theory,3,SMAW,2024-03-21,"[1.0751553054324314, 1.0360903872071143, 1.1521575291509794, 1.0538547203132407, 1.0131006976875974, 1.1209603327979223]",31
SKV-0199,fast_learner,0.12023894896433691,83.71062618925346,1.440080965927316,ITI_Mumbai,India,Industrial,27,experienced,15,GTAW,2024-03-25,"[1.0652554810585757, 1.2685244391166437, 0.9838081675465535, 1.045303128730753, 1.0329460467431497, 1.051196427988289]",15
SKV-0200,fast_learner,0.1887029342384865,94.75900193807288,3.091309718125055,ITI_Mumbai,India,Industrial,16,none,0,GTAW,2024-07-28,"[0.9650754592887562, 1.0140828760967198, 0.905191491878652, 1.194330655734268, 1.1176472493220817, 1.0695404719379968]",16
